Artist,Tagline,Date,Start Time,End Time,Stage,Genre,Country,Bio,Website,Spotify Link,YouTube,Instagram,AI Summary,AI Rating,Number of People in Act,Gender of Front Person,Front Person of Color?,Cancelled,Festival URL,Festival Bio (NL),Festival Bio (EN),Social Links,Images Scraped
DIKKE,The Belgian Biggie delivering honest stories over old-school beats.,,,,,rap,Belgium,"[using festival bio due to a lack of publicly available data] The Belgian-Limburg rapper Mohamed Eddahbi Agounad, also known as DIKKE (aka Captain L, Moker, or the Biggie of the neighborhood), showcased his poetry and rap skills on social media from a young age. Top Notch Belgium took notice, and his debut album ‘130 kilo’ was an instant hit. Zwangere Guy (‘Paranoia’) and Kraantje Pappie (‘OVERDOSIS’) shared the mic with DIKKE, who opens up with honest stories over old-school beats in the style of his idol, The Notorious B.I.G. After fairytale successes at Pukkelpop and Rock Werchter, the hip-hop dream continues in, yes, Biggie houses!",,https://open.spotify.com/artist/6lZ9MW0eEVePXdpa87Wag4,,,"DIKKE combines old-school hip-hop beats with raw, honest storytelling, drawing clear inspiration from The Notorious B.I.G. His collaborations with notable artists like Zwangere Guy and Kraantje Pappie, along with standout performances at major festivals like Pukkelpop and Rock Werchter, highlight his growing presence in the Belgian hip-hop scene.",7,1,male,Yes,,https://lowlands.nl/acts/dikke/,"De Belgisch-Limburgse rapper Mohamed Eddahbi Agounad alias DIKKE (ook wel Kapitein L, Moker of Biggie van de wijk) showt al op jonge leeftijd zijn poëzie en rapskills op sociale media. Top Notch Belgium hapt toe en debuutalbum ‘130 kilo’ scoort direct. Zwangere Guy (‘Paranoia’) en Kraantje Pappie (‘OVERDOSIS’) deelden de mic met DIKKE, die zich kwetsbaar opstelt met eerlijke verhalen op oldschool beats in de stijl van zijn idool The Notorious B.I.G. Na jongensboeksuccessen op Pukkelpop en Rock Werchter gaat de hiphopdroom verder in, jawel, Biggiehuizen!","The Belgian-Limburg rapper Mohamed Eddahbi Agounad, also known as DIKKE (aka Captain L, Moker, or the Biggie of the neighborhood), showcased his poetry and rap skills on social media from a young age. Top Notch Belgium took notice, and his debut album ‘130 kilo’ was an instant hit. Zwangere Guy (‘Paranoia’) and Kraantje Pappie (‘OVERDOSIS’) shared the mic with DIKKE, who opens up with honest stories over old-school beats in the style of his idol, The Notorious B.I.G. After fairytale successes at Pukkelpop and Rock Werchter, the hip-hop dream continues in, yes, Biggie houses!",,Yes
Durand Bernarr,"A soulful vocalist blending R&B, funk, and jazz with a vibrant and theatrical flair.",,,,,R&B/Funk/Soul,USA,"Durand Bernarr is a singer, songwriter, and producer known for his eclectic blend of R&B, funk, and soul, often infused with humor and theatricality. He has collaborated with artists like Erykah Badu and Anderson .Paak, and his dynamic performances and vocal range have earned him a dedicated following.",,https://open.spotify.com/artist/2d6ggH1oVt4z2zCuY2u5DW,,,"Durand Bernarr's music combines smooth R&B grooves, funky basslines, and soulful melodies with a playful and charismatic stage presence. His collaborations with renowned artists and his ability to seamlessly blend genres make him a standout in contemporary music.",7,,Male,Yes,,https://lowlands.nl/acts/durand-bernarr/,"Zijn tweede ep ‘8ight: The Stepson of Erykah Badu’ (2010) maakt The Queen of Neo-Soul meteen nieuwsgierig: wie is die stiefzoon dan? Durand Bernarr is de naam, alleskunner achter de mic. Badu lijft de jongeman uit Cleveland spontaan in als achtergrondzanger, een ideale kickstart voor zijn solocarrière. Op zijn meest recente album ‘BLOOM’ toont de Grammy-nominaties verzamelende Bernarr zich wederom een allrounder, met de (kop)stem van D’Angelo, de rapskills van Nate Dogg en de croonkunsten van Lou Rawls. Kortom: de warme sound van magnifieke R&B.","His second EP, '8ight: The Stepson of Erykah Badu' (2010), immediately piqued The Queen of Neo-Soul's curiosity: who is this stepson? Durand Bernarr is the name, a jack-of-all-trades behind the mic. Badu spontaneously brought the young man from Cleveland on board as a backing vocalist, an ideal kickstart for his solo career. On his most recent album, 'BLOOM,' the Grammy-nominated Bernarr once again proves himself to be a versatile talent, with the (head)voice of D’Angelo, the rap skills of Nate Dogg, and the crooning abilities of Lou Rawls. In short: the warm sound of magnificent R&B.",,Yes
Guilt Trip,Hard-hitting UK-based hardcore band blending metallic riffs with emotional intensity.,,,,,Hardcore/Metalcore,UK,"Guilt Trip is a hardcore band from Manchester, UK, known for their aggressive sound that fuses metallic riffs with raw, emotional lyrics. They have gained recognition within the hardcore scene for their intense live performances and powerful releases, including their acclaimed album 'River of Lies.'",,https://open.spotify.com/artist/07mhRucOGu6NJvRNVzqoxU,,,"Guilt Trip delivers a ferocious blend of hardcore and metalcore, characterized by heavy riffs, visceral energy, and emotionally charged lyrics. Their music resonates strongly within the hardcore community, and their live shows are known for their electrifying intensity.",7,5,Male,No,,https://lowlands.nl/acts/guilt-trip/,"Met miljoenen streams werden die zweterige punkkelders van Manchester simpelweg veel te klein. Gelukkig krijgt Guilt Trip het ogenschijnlijk moeiteloos voor elkaar om op een groot festivalpodium dezelfde intensiteit en sfeer van een undergroundconcert neer te zetten. Politiek geladen furieuze manie die doet denken aan Rage Against The Machine, moddervette metalgrooves die een ode lijken te zijn aan Pantera, een melodieuze trash-kick die knipoogt naar Machine Head: er is geen wellnessresort waar je meer van opknapt dan deze portie gitaargeweld die elke innerlijke balans herstelt.","With millions of streams, the sweaty punk basements of Manchester simply became far too small. Fortunately, Guilt Trip effortlessly manages to bring the same intensity and atmosphere of an underground concert to a large festival stage. Politically charged furious mania reminiscent of Rage Against The Machine, heavy metal grooves that seem to pay homage to Pantera, a melodic thrash kick that nods to Machine Head: there’s no wellness retreat that will rejuvenate you more than this dose of guitar violence that restores every inner balance.",,Yes
Keo,"A fiery fusion of grunge and Britpop with a raw, fuzzy edge.",,,,,Grunge/Britpop,United Kingdom,"[using festival bio due to a lack of publicly available data] The EP 'Siren' is welcomed as a truce after a decades-long battle between grunge and Britpop. Following support shows for Kings of Leon and Paolo Nutini, their first UK headline tour sells out completely. In short, the name Keo is buzzing around Rockitania, like feedback from a speaker abused by Kurt Cobain, while frontman Finn Keogh also gargles with nails three times a day to train his phenomenal voice. These Londoners draw their fiery inspiration from the darkest alleys of music. And that results in a wonderfully fuzzy sound.",,https://open.spotify.com/artist/30FAFv3oKzNR9amC0XfmUA,,,"Keo delivers a distinctive blend of grunge and Britpop, characterized by a raw, fuzzy sound and a gritty vocal performance from frontman Finn Keogh. Their music draws inspiration from the darker corners of rock, and their live reputation has been bolstered by supporting acts like Kings of Leon and Paolo Nutini, as well as a sold-out UK headline tour.",6,,Male,No,,https://lowlands.nl/acts/keo/,"De ep ‘Siren’ wordt verwelkomd als vredesbestand na een decennialange strijd tussen grunge en Britpop. Na supportshows voor Kings of Leon en Paolo Nutini verkoopt hun eerste headlinetour in het Verenigd Koninkrijk stijf uit. De naam Keo zingt kortom rond in Rockittannië, als feedback uit een door Kurt Cobain gemolesteerde speaker, terwijl frontman Finn Keogh óók driemaal daags met spijkers gorgelt om zijn fenomenale stem te trainen. Deze Londenaren halen de pittige mosterd in de donkerste muziekstegen. En dat levert een wonderschoon, fuzzy geluid op.","The EP 'Siren' is welcomed as a truce after a decades-long battle between grunge and Britpop. Following support shows for Kings of Leon and Paolo Nutini, their first UK headline tour sells out completely. In short, the name Keo is buzzing around Rockitania, like feedback from a speaker abused by Kurt Cobain, while frontman Finn Keogh also gargles with nails three times a day to train his phenomenal voice. These Londoners draw their fiery inspiration from the darkest alleys of music. And that results in a wonderfully fuzzy sound.",,Yes
Ko Shin Moon,Blending global folk traditions with modern electronic experimentation for a unique sonic journey.,,,,,World/Electronic,France,"Ko Shin Moon is a French duo that merges traditional music from around the world with contemporary electronic production, creating a genre-defying sound that bridges cultures and eras. Their work incorporates influences from Middle Eastern, South Asian, and Mediterranean music, combined with modern synthesizers and experimental techniques.",,https://open.spotify.com/artist/36KTxdXw3fGNuraJZKOvw3,,,"Ko Shin Moon's innovative fusion of global folk traditions with electronic and experimental sounds results in a rich, eclectic musical tapestry. Their ability to seamlessly blend diverse cultural influences with modern production has garnered them acclaim for their originality and boundary-pushing artistry.",7,2,Mixed,Yes,,https://lowlands.nl/acts/ko-shin-moon/,"In het magische universum van het Franse Ko Shin Moon smelten psychedelische folk en space disco samen. De artistieke fusie tussen Axel Moon en Niko Shin combineert de analoge magie van oude, mediterrane folkinstrumenten met de warmte van vintage drumcomputers en synthesizers. Hypnotiserende feestmuziek die rondzweeft tussen het Oosten en Westen, traditie en elektronica, verleden en toekomst. Bijgestaan door de Palestijnse en Egyptische zangers Mouna Hawa en Sara El Rawy op het album ‘Sîn’ klinkt de muzikale wereld van Ko Shin Moon levendiger dan ooit.","In the magical universe of the French duo Ko Shin Moon, psychedelic folk and space disco merge seamlessly. The artistic fusion between Axel Moon and Niko Shin combines the analog magic of ancient Mediterranean folk instruments with the warmth of vintage drum machines and synthesizers. Hypnotic party music that drifts between East and West, tradition and electronics, past and future. Accompanied by Palestinian and Egyptian singers Mouna Hawa and Sara El Rawy on the album 'Sîn,' the musical world of Ko Shin Moon sounds more vibrant than ever.",,Yes
Maruja,"Post-apocalyptic rock that fuses post-rock, jazz, and art rock with unrelenting intensity.",,,,,Post-rock/Jazz/Art rock,England,"[using festival bio due to a lack of publicly available data] Do you remember when post-rock emerged, and people complained that ""it doesn't go anywhere""? Now there's the post-apocalyptic rock of Maruja, which goes everywhere. Often starting from post-rock-like drones with guitar, saxophone, and keyboards, the pressure cooker overflows, unleashing fury as lead singer Harry Wilkinson unabashedly roars and rages. The world is on fire, and the English band fights fire with fire. Jazz for metalheads, art rock with barbaric force, postmodern post-rock: labels fall short in capturing such ferocity and intensity.",,https://open.spotify.com/artist/71ISXR7gtIq5E2AdI3jGf0,,,"Maruja delivers a genre-defying blend of post-rock, jazz, and art rock, characterized by intense, fiery performances and a sound that evolves from atmospheric drones to explosive, chaotic crescendos. Their innovative use of saxophone, guitar, and keyboards, combined with Harry Wilkinson's impassioned vocals, creates a visceral and cathartic experience. Their music is as much a reflection of modern chaos as it is a defiant response to it.",7,,Male,No,,https://lowlands.nl/acts/maruja/,"Weet je nog dat toen postrock opkwam er werd geklaagd, dat ‘het nergens heen gaat’? Nu is er de postapocalyptische rock van Maruja, die overal heen gaat. Vaak vertrekkend vanuit postrockachtige drones met gitaar, saxofoon en toetsen borrelt de snelkookpan over, waarna de razernij uitbreekt en leadzanger Harry Wilkinson onbeschroomd brult en tiert. De wereld staat in brand en de Engelse band komt vuur met vuur bestrijden. Jazz voor metalheads, artrock met barbaarse kracht, postmoderne postrock: labels schieten tekort bij zoveel geweld en intensiteit.","Do you remember when post-rock emerged, and people complained that ""it doesn't go anywhere""? Now there's the post-apocalyptic rock of Maruja, which goes everywhere. Often starting from post-rock-like drones with guitar, saxophone, and keyboards, the pressure cooker overflows, unleashing fury as lead singer Harry Wilkinson unabashedly roars and rages. The world is on fire, and the English band fights fire with fire. Jazz for metalheads, art rock with barbaric force, postmodern post-rock: labels fall short in capturing such ferocity and intensity.",,Yes
Nusantara Beat,A vibrant collective blending traditional Indonesian rhythms with modern global sounds.,,,,,World/Indie/Experimental,Indonesia,"Nusantara Beat is a musical collective that fuses traditional Indonesian music with contemporary global influences, creating a unique and dynamic sound. Their work celebrates the rich cultural heritage of Indonesia while pushing boundaries with innovative arrangements and modern instrumentation.",,https://open.spotify.com/artist/6iQZl7RmTVznyFCrML933x,,,"Nusantara Beat combines the intricate rhythms and melodies of traditional Indonesian music with modern indie and experimental elements, resulting in a fresh and captivating sound. Their music highlights cultural roots while embracing innovation, making them a standout act in the global music scene.",7,,Mixed,Yes,,https://lowlands.nl/acts/nusantara-beat/,"Zes Amsterdamse vrienden uit onder meer EUT, Jungle by Night en Altın Gün delen een sterke interesse in hun muzikale én geografische wortels: Indonesië. Het zou raar zijn als daar géén band uit voortkwam. Nusantara Beat brengt je naar diverse hoeken van de eilandengroep van toen, nu en later. Uitgangspunt zijn traditionele songs, maar aangevuld met jonge invloeden ontstaat een nieuwe sound vol mystiek, betoverende ritmes en dansbare melodieën. Het titelloze langspeeldebuut bekroonde afgelopen jaar de bejubelde livereputatie. Daarom, vanuit Biddinghuizen: selamat datang kembali (welkom terug)!","Six friends from Amsterdam, hailing from bands like EUT, Jungle by Night, and Altın Gün, share a strong interest in their musical and geographical roots: Indonesia. It would be strange if a band didn’t emerge from that. Nusantara Beat takes you to various corners of the archipelago, past, present, and future. Their foundation lies in traditional songs, but with the addition of youthful influences, a new sound is born—full of mystique, enchanting rhythms, and danceable melodies. Their self-titled debut album crowned their acclaimed live reputation last year. So, from Biddinghuizen: selamat datang kembali (welcome back)!",,Yes
PRESIDENT,Masked emocore meets EDM and metalcore in a politically charged mystery.,,,,,melodic emocore,United Kingdom,"[using festival bio due to a lack of publicly available data] Suddenly, they were there. PRESIDENT. Without even releasing a single note of music, that name was added to the lineup of the British Download Festival last year. The mysterious promise was fulfilled: a mix of melodic emocore, where sensitive passages culminate in thunderous outbursts—pop leaning on EDM, crashing into pure metalcore. What remains is the mystery: the masked band stays anonymous to focus on the equally emotional and political content. This will be a presidential address to feel.",,https://open.spotify.com/artist/40nPYop0FOD9Syyu5y4dAU,,,"PRESIDENT delivers a unique blend of melodic emocore, EDM, and metalcore, characterized by sensitive musical passages that erupt into powerful, thunderous moments. Their anonymous, masked presence emphasizes the emotional and political themes of their music, creating an enigmatic and impactful experience.",6,,,,,https://lowlands.nl/acts/president/,"Opeens waren ze daar. PRESIDENT. Nog zonder ook maar een noot aan muziek uit te hebben werd die naam vorig jaar op het affiche van het Britse Download Festival gezet. De mysterieuze belofte werd waargemaakt: een mix van melodische emocore, waarin gevoelige passages worden afgesloten met kneiterharde uitbarstingen – op EDM leunende pop strandend in onvervalste metalcore. Wat blijft is het mysterie: de gemaskerde band blijft anoniem om te focussen op de net zo emotionele als politieke inhoud: dit wordt een presidentiële toespraak om te voelen.","Suddenly, they were there. PRESIDENT. Without even releasing a single note of music, that name was added to the lineup of the British Download Festival last year. The mysterious promise was fulfilled: a mix of melodic emocore, where sensitive passages culminate in thunderous outbursts—pop leaning on EDM, crashing into pure metalcore. What remains is the mystery: the masked band stays anonymous to focus on the equally emotional and political content. This will be a presidential address to feel.",,Yes
SMIB,"A cutting-edge collective blending hip-hop, trap, and experimental sounds with a distinct Dutch flavor.",,,,,Hip-Hop/Trap/Experimental,Netherlands,"SMIB is a creative collective from the Netherlands, known for their innovative approach to hip-hop and trap, often incorporating experimental elements. They have gained recognition for their dynamic performances and unique cultural identity.",,https://open.spotify.com/artist/1z32oeFVVhOGidhdpkmw3t,,,"SMIB stands out with their fusion of hip-hop, trap, and experimental sounds, representing a fresh and authentic voice in the Dutch music scene. Their boundary-pushing style and cultural significance have earned them a dedicated following.",7,,Mixed,Yes,,https://lowlands.nl/acts/smib/,"Ja, deze heren zijn de crème de la crème van de Nederlandse hiphop, maar om de creatieve duizendpoten uit de Bims enkel als muziekcollectief te bestempelen doet ze te weinig eer aan. SMIB is een multidisciplinair merk dat de gehele mode- en kunstwereld meer lit maakt. Ray Fuego, Nnelg, GRGY, Loopey en Ploegendienst cureren een heuse lifestyle, en hebben met hun veelzijdige artistieke projecten de Bijlmer pontificaal op de kaart gezet. Wat niet wil zeggen dat hun muziek een terzijde is. SMIB is Nederhop ten top.","Yes, these gentlemen are the crème de la crème of Dutch hip-hop, but labeling the creative polymaths from the Bims merely as a music collective doesn't do them justice. SMIB is a multidisciplinary brand that makes the entire fashion and art world more lit. Ray Fuego, Nnelg, GRGY, Loopey, and Ploegendienst curate a full-fledged lifestyle and have prominently put the Bijlmer on the map with their diverse artistic projects. That’s not to say their music is a side note. SMIB is Dutch hip-hop at its finest.",,Yes
sor,Innovative producer blending emotional melodies with intricate electronic beats.,,,,,Electronic/Experimental,France,"Sor is a French electronic music producer known for his emotive compositions that combine intricate electronic production with cinematic soundscapes. His work often explores themes of nostalgia and introspection, gaining recognition for its depth and innovation.",,https://open.spotify.com/artist/267wBt3XfmW3kdOC0JCtcO,,,"Sor's music is a masterful fusion of emotional depth and experimental electronic production, characterized by lush soundscapes and intricate melodies that evoke a cinematic quality. His unique approach has garnered attention for its ability to blend technical skill with heartfelt expression.",7,,Male,Yes,,https://lowlands.nl/acts/sor/,"Nieuw werk: direct uitbrengen of aan sleutelen? Daar slaapt studiogenie sor nog géén nachtje over. Verse tracks worden uitgeprobeerd tijdens zijn ‘Trial & Error’-shows, maar zodra de fans eenmaal naar bed zijn, duikt de multi-maestro uit Hoorn zijn muzikale hoofdkwartier in om tot het ochtendgloren te mijmeren, schrijven, op te nemen, te produceren, finetunen en vooral vernieuwen. De toepasselijk getitelde langspeler ‘INSOMNIA’ bevat ditmaal geen klassieke insteek, maar dikke downtempo trap met diepe kickdrums en zinderende synths. Uitgebreid getest, dus klaar om LLos te laten.","New work: release it immediately or tweak it? Studio genius sor doesn’t lose a wink of sleep over that. Fresh tracks are tested during his ‘Trial & Error’ shows, but as soon as the fans head to bed, the multi-maestro from Hoorn dives into his musical headquarters to muse, write, record, produce, fine-tune, and above all, innovate until the break of dawn. The aptly titled album ‘INSOMNIA’ this time doesn’t feature a classical approach, but rather heavy downtempo trap with deep kick drums and sizzling synths. Thoroughly tested, so ready to let LLos.",,Yes
SPEED,"Hardcore energy from Sydney, spreading their gospel of mosh pits and stage dives worldwide.",,,,,hardcore,Australia,"[using festival bio due to a lack of publicly available data] SPEED from Sydney has been in full ""go hard"" mode since 2019, spreading their pure hardcore gospel across the globe. In recent years, they’ve toured with overseas genre peers like Knocked Loose and Turnstile, leaving music festival Coachella exhausted but satisfied, thanks to a parade of stage divers and a massive mosh pit. With their debut album ‘Only One Mode’ (2024) and the EP ‘All My Angels’ (2025), frontman Jem Siow and his bandmates bring plenty of energy from Down Under to now conquer Lowlands as well. ‘We See U’ at SPEED.",,https://open.spotify.com/artist/4wf6GGNBqaU79839E6yjfn,,,"SPEED delivers high-energy hardcore music with a global appeal, characterized by intense live performances featuring massive mosh pits and stage diving. Their sound aligns with genre heavyweights like Knocked Loose and Turnstile, showcasing a raw, aggressive style that resonates with fans of modern hardcore.",7,,male,Yes,,https://lowlands.nl/acts/speed/,"SPEED uit Sydney staat sinds 2019 in standje ‘beuk erin’ om hun honderdprocenthardcore-evangelie wereldwijd te verkondigen. De afgelopen jaren werd er getourd met overzeese genregenoten als Knocked Loose en Turnstile, en werd muziekfestival Coachella moe maar voldaan achtergelaten dankzij een polonaise aan stagedivers plus megamoshpit. Met het debuutalbum ‘Only One Mode’ (2024) en de ep ‘All My Angels’ (2025) nemen frontman Jem Siow en zijn bandmakkers genoeg bagage van Down Under mee om nu ook Lowlands te overtuigen. ‘We See U’ graag bij SPEED.","SPEED from Sydney has been in full ""go hard"" mode since 2019, spreading their pure hardcore gospel across the globe. In recent years, they’ve toured with overseas genre peers like Knocked Loose and Turnstile, leaving music festival Coachella exhausted but satisfied, thanks to a parade of stage divers and a massive mosh pit. With their debut album ‘Only One Mode’ (2024) and the EP ‘All My Angels’ (2025), frontman Jem Siow and his bandmates bring plenty of energy from Down Under to now conquer Lowlands as well. ‘We See U’ at SPEED.",,Yes
Tyler Ballgame,"A soulful voice with a golden range, evoking legends like John Lennon and Roy Orbison.",,,,,Soul/Rock,United States,"[using festival bio due to a lack of publicly available data] The depression-stricken, searching soul Tyler Perry decided to live in the moment, with his musical influences as his only link to the past. A golden move: his grand vocal range with a soulful rasp and passionate expression resonate everywhere, from open-mic nights in his hometown of L.A. to the 'Later with Jools Holland' studio. Debut album ‘For the First Time, Again,’ with just the right laid-back accompaniment and evoking associations with legends like John Lennon and Roy Orbison, fulfills every promise. But hey, Tyler, speaking of the present... Lowlands is waiting!",,https://open.spotify.com/artist/1pQ0Axx7UF8LDDOqSgdVmK,,,"Tyler Ballgame combines a soulful rasp with a grand vocal range, delivering passionate performances that draw comparisons to iconic artists like John Lennon and Roy Orbison. His debut album, 'For the First Time, Again,' showcases laid-back instrumentation paired with emotionally resonant expression, earning him recognition from intimate open-mic nights to appearances on 'Later with Jools Holland.'",7,1,Male,No,,https://lowlands.nl/acts/tyler-ballgame/,"De door depressies geplaagde, zoekende ziel Tyler Perry besloot in het nu te gaan leven, met zijn muzikale invloeden als enige link naar het verleden. Een gouden move: zijn grootse stembereik mét soulscheurtje en bevlogen mimiek slaan overal aan, van open-mic-avond in woonplaats L.A. tot ‘Later with Jools Holland’-studio. Debuutalbum ‘For the First Time, Again’, met precies de juiste laidback begeleiding en associaties oproepend met grootheden als John Lennon en Roy Orbison, lost elke belofte in. Maar eh, Tyler, over nu gesproken ... Lowlands wacht!","The depression-stricken, searching soul Tyler Perry decided to live in the moment, with his musical influences as his only link to the past. A golden move: his grand vocal range with a soulful rasp and passionate expression resonate everywhere, from open-mic nights in his hometown of L.A. to the 'Later with Jools Holland' studio. Debut album ‘For the First Time, Again,’ with just the right laid-back accompaniment and evoking associations with legends like John Lennon and Roy Orbison, fulfills every promise. But hey, Tyler, speaking of the present... Lowlands is waiting!",,Yes
Violent Magic Orchestra,"A genre-defying fusion of black metal, industrial, and electronic noise.",,,,,Black Metal/Industrial/Electronic,Japan,"Violent Magic Orchestra is a Japanese collective blending black metal, industrial, and experimental electronic music, creating an intense and immersive sonic experience. Known for their chaotic live performances and innovative soundscapes, they push the boundaries of genre conventions.",,https://open.spotify.com/artist/5t2YzgwFxf0RH68rlh0sxw,,,Violent Magic Orchestra combines the raw aggression of black metal with the mechanical precision of industrial and the avant-garde textures of experimental electronics. Their innovative approach and intense live shows have earned them recognition in underground music circles.,7,,Mixed,Yes,,https://lowlands.nl/acts/violent-magic-orchestra/,"Snerpende black metal en hemelse trance. Dreunende, gitzwarte techno en vrolijke hardstyle. Vreemde combinaties? Niet volgens Violent Magic Orchestra (VMO), de nogal eigenzinnige Japanners die er eigenhandig voor zorgen dat moshen op een rave of hakken op een metalfest anno 2026 gewoon moeten kunnen. En die helse grunts komen dan ook nog eens van de enige in de band zonder corpse-paint, frontvrouw Zastar. Verwarrend? Ja. Zet je schrap, want dit wordt een net zo onstuimige als extreme metalrave voor festivalgangers met een stevige muzikale maag.","Shrieking black metal and heavenly trance. Thundering, pitch-black techno and cheerful hardstyle. Strange combinations? Not according to Violent Magic Orchestra (VMO), the rather eccentric Japanese group single-handedly ensuring that moshing at a rave or stomping at a metal fest in 2026 should just be the norm. And those hellish growls? They come from the only member of the band without corpse paint, frontwoman Zastar. Confusing? Yes. Brace yourself, because this is going to be a wild and extreme metal rave for festival-goers with a strong musical stomach.",,Yes
Voices From The Lake,"Pioneers of immersive, ambient techno with a deep connection to nature and sound design.",,,,,Ambient/Techno,Italy,"Voices From The Lake is an Italian electronic music duo consisting of Donato Dozzy and Neel, known for their immersive, meditative approach to ambient techno. Their self-titled debut album is widely regarded as a landmark in the genre, blending intricate soundscapes with hypnotic rhythms.",,https://open.spotify.com/artist/5SbbRrhr7qhyu1jv75AzOh,,,"Voices From The Lake masterfully blend ambient textures with hypnotic techno rhythms, creating a deeply immersive and meditative listening experience. Their critically acclaimed debut album set a new standard for ambient techno, emphasizing intricate sound design and a connection to natural elements.",8,2,Mixed,No,,https://lowlands.nl/acts/voices-from-the-lake/,"Het debuutalbum uit 2012 van Voices From The Lake is voor velen niets minder dan de bijbel der ambient techno. Zelden vloeiden zachte, aan de natuur refererende geluiden zo naadloos en organisch samen met knisperende percussie en digitale effecten. De Italiaanse producers Donato Dozzy en Neel kwamen in 2025 met hun nieuwe testament, ‘II’. Een mirakel geschiedde, want de rustig golvende stromen van verkwikkende dubtechno, minimal techno en ambient dub zitten nóg geraffineerder in elkaar. Live is het duo als een seance: subtiel, spiritueel, sensationeel.","The 2012 debut album by Voices From The Lake is, for many, nothing less than the bible of ambient techno. Rarely have soft, nature-referencing sounds blended so seamlessly and organically with crackling percussion and digital effects. Italian producers Donato Dozzy and Neel released their new testament, 'II,' in 2025. A miracle occurred, as the gently flowing streams of invigorating dub techno, minimal techno, and ambient dub are even more refined. Live, the duo is like a séance: subtle, spiritual, sensational.",,Yes
